0.000000	2.096402	2.000000
0.048019	2.096400	5.000000
0.098019	2.096426	0.000000
0.145994	2.096284	2.000000
0.193992	2.096277	2.000000
0.242999	2.096257	5.000000
0.291963	2.096259	2.000000
0.341974	2.096210	1.000000
0.389950	2.096236	2.000000
0.440913	2.096239	5.000000
0.490882	2.096245	2.000000
0.540851	2.096246	1.000000
0.588849	2.096260	2.000000
0.637850	2.096266	3.000000
0.688816	2.096255	2.000000
0.736785	2.096255	6.000000
0.785756	2.096280	3.000000
0.838723	2.096225	5.000000
0.887693	2.096246	4.000000
0.937662	2.096263	6.000000
0.987631	2.096269	2.000000
1.044597	2.096349	4.000000
1.091567	2.096350	6.000000
1.142537	2.096352	4.000000
1.191509	2.096394	4.000000
1.242475	2.096497	1.000000
1.291447	2.096678	3.000000
1.341413	2.096832	3.000000
1.392382	2.096953	3.000000
1.442387	2.097044	2.000000
1.490357	2.097054	1.000000
1.545323	2.097089	3.000000
1.595299	2.096965	7.000000
1.644266	2.096693	2.000000
1.694232	2.096445	1.000000
1.742202	2.096312	5.000000
1.791172	2.096214	3.000000
1.838143	2.096155	3.000000
1.888112	2.096155	4.000000
1.938081	2.096118	4.000000
1.989049	2.096086	2.000000
2.042016	2.096143	3.000000
2.090986	2.096141	1.000000
2.139989	2.096124	4.000000
2.188983	2.096109	1.000000
2.237954	2.096129	2.000000
2.287957	2.096173	1.000000
2.338923	2.096208	5.000000
2.387893	2.096211	0.000000
2.436890	2.096169	7.000000
2.484861	2.096135	2.000000
2.537861	2.096118	3.000000
2.588852	2.096173	3.000000
2.635877	2.096315	3.000000
2.683797	2.096503	3.000000
2.734776	2.096609	7.000000
2.784731	2.096579	6.000000
2.834700	2.096602	4.000000
2.883673	2.096547	2.000000
2.933640	2.096416	2.000000
2.983608	2.096216	3.000000
3.032578	2.096089	2.000000
3.083547	2.096115	2.000000
3.133516	2.096199	2.000000
3.183514	2.096332	1.000000
3.231525	2.096385	4.000000
3.281490	2.096381	2.000000
3.329556	2.096359	2.000000
3.377526	2.096364	4.000000
3.426529	2.096283	0.000000
3.475556	2.096274	1.000000
3.529522	2.096216	4.000000
3.577493	2.096313	2.000000
3.627462	2.096342	5.000000
3.674434	2.096385	2.000000
3.724402	2.096320	3.000000
3.773372	2.096295	2.000000
3.821347	2.096257	4.000000
3.870312	2.096255	5.000000
3.920281	2.096297	5.000000
3.970250	2.096375	5.000000
4.021219	2.096432	3.000000
4.071188	2.096455	2.000000
4.120158	2.096365	3.000000
4.168128	2.096278	2.000000
4.216098	2.096240	2.000000
4.266068	2.096205	4.000000
4.316037	2.096231	3.000000
4.367006	2.096336	1.000000
4.415978	2.096402	0.000000
4.465944	2.096397	2.000000
4.513915	2.096358	2.000000
4.564883	2.096344	3.000000
4.613853	2.096329	3.000000
4.661824	2.096349	4.000000
4.709794	2.096359	2.000000
4.761762	2.096371	3.000000
4.810731	2.096387	7.000000
4.860701	2.096393	4.000000
4.908671	2.096347	2.000000
4.958640	2.096237	2.000000
5.007609	2.096169	0.000000
5.056580	2.096144	3.000000
5.106549	2.096179	4.000000
5.155519	2.096178	2.000000
5.206487	2.096169	4.000000
5.255460	2.096194	4.000000
5.304427	2.096187	0.000000
5.354396	2.096191	4.000000
5.403366	2.096193	2.000000
5.453334	2.096182	4.000000
5.502305	2.096152	2.000000
5.550275	2.096185	4.000000
5.600245	2.096213	6.000000
5.649213	2.096220	3.000000
5.699183	2.096198	3.000000
5.749156	2.096173	3.000000
5.799125	2.096194	4.000000
5.848091	2.096149	2.000000
5.897064	2.096214	2.000000
5.948030	2.096227	5.000000
5.996000	2.096227	3.000000
6.044970	2.096217	2.000000
6.094939	2.096243	1.000000
6.143940	2.096237	5.000000
6.191909	2.096198	5.000000
6.240878	2.096185	3.000000
6.289849	2.096132	3.000000
6.339818	2.096155	3.000000
6.390786	2.096159	3.000000
6.440784	2.096190	2.000000
6.488756	2.096196	2.000000
6.539724	2.096210	2.000000
6.588696	2.096220	4.000000
6.638751	2.096220	5.000000
6.687724	2.096225	3.000000
6.736780	2.096227	1.000000
6.786749	2.096271	2.000000
6.834719	2.096277	2.000000
6.884688	2.096318	3.000000
6.933658	2.096323	3.000000
6.984627	2.096280	3.000000
7.035595	2.096196	2.000000
7.086564	2.096219	1.000000
7.135533	2.096225	3.000000
7.186502	2.096227	4.000000
7.233473	2.096231	2.000000
7.283442	2.096283	1.000000
7.332412	2.096295	1.000000
7.379382	2.096309	1.000000
7.429352	2.096355	1.000000
7.479321	2.096346	2.000000
7.530290	2.096364	3.000000
7.580259	2.096352	4.000000
7.629229	2.096335	3.000000
7.679197	2.096346	1.000000
7.728168	2.096350	3.000000
7.778137	2.096339	0.000000
7.827110	2.096332	3.000000
7.876077	2.096333	2.000000
7.925049	2.096297	3.000000
